"","V1","V2","V3"
"294",0,0,1
"295",0,0,1
"296",0,0,1
"297",0,0,1
"298",0,0,1
"299",0,0,1
"300",0,0,1
"301",0,1,0
"302",0,1,0
"303",0,1,0
"304",0,1,0
"305",0,1,0
"306",0,1,0
"307",0,1,0
"308",0,1,0
"309",0,1,0
"310",0,1,0
"311",0,1,0
"312",0,1,0
"313",0,1,0
"314",0,1,0
"315",0,1,0
"316",0,1,0
"317",0,1,0
"318",0,1,0
"319",0,1,0
"320",0,1,0
"321",0,1,0
"322",0,1,0
"323",0,1,0
"324",0,1,0
"325",0,1,0
"326",0,1,0
"327",0,1,0
"328",0,1,0
"329",0,1,0
"330",0,1,0
"331",0,1,0
"332",0,1,0
"333",0,1,0
"334",0,1,0
"335",0,1,0
"336",0,1,0
"337",0,1,0
"338",0,1,0
"339",0,1,0
"340",0,1,0
"341",0,1,0
"342",0,1,0
"343",0,1,0
"344",0,1,0
"345",0,1,0
"346",0,1,0
"347",0,1,0
"348",0,1,0
"349",0,1,0
"350",0,1,0
"351",0,1,0
"352",0,1,0
"353",0,1,0
"354",0,1,0
"355",0,1,0
"356",0,1,0
"357",0,1,0
"358",0,1,0
"359",0,1,0
"360",0,1,0
"361",0,0,1
"362",0,0,1
"363",0,0,1
"364",0,0,1
"365",0,0,1
"366",0,0,1
"367",0,0,1
"368",0,0,1
"369",0,0,1
"370",0,0,1
"371",0,0,1
"372",0,0,1
"373",0,0,1
"374",0,0,1
"375",0,0,1
"376",0,0,1
"377",0,0,1
"378",0,0,1
"379",0,0,1
"380",0,0,1
"381",0,0,1
"382",0,0,1
"383",0,0,1
"384",0,0,1
"385",0,0,1
"386",0,0,1
"387",0,0,1
"388",0,0,1
"389",0,0,1
"390",0,0,1
"391",0,0,1
"392",0,0,1
"393",0,0,1
"394",0,0,1
"395",0,0,1
"396",0,0,1
"397",0,0,1
"398",0,0,1
"399",0,0,1
"400",0,0,1
"401",0,0,1
"402",0,0,1
"403",0,0,1
"404",0,0,1
"405",0,0,1
"406",0,0,1
"407",0,0,1
"408",0,0,1
"409",0,0,1
"410",0,0,1
"411",0,0,1
"412",0,0,1
"413",0,0,1
"414",0,0,1
"415",0,0,1
"416",0,0,1
"417",0,0,1
"418",0,0,1
"419",0,0,1
"420",0,0,1
"421",0,0,1
"422",0,0,1
"423",0,0,1
"424",0,0,1
"425",0,0,1
"426",0,0,1
"427",0,0,1
"428",0,0,1
"429",0,0,1
"430",0,0,1
"431",0,0,1
"432",0,0,1
"433",0,0,1
"434",0,0,1
"435",0,0,1
"436",0,0,1
"437",0,0,1
"438",0,0,1
"439",0,0,1
"440",0,0,1
"441",0,0,1
"442",0,0,1
"443",0,0,1
"444",0,0,1
"445",0,0,1
"446",0,0,1
"447",0,0,1
"448",0,0,1
"449",0,0,1
"450",0,0,1
"451",0,0,1
"452",0,0,1
"453",0,0,1
"454",0,0,1
"455",0,0,1
"456",0,0,1
"457",0,0,1
"458",0,0,1
"459",0,0,1
"460",0,0,1
"461",0,0,1
"462",0,0,1
"463",0,0,1
"464",0,0,1
"465",0,0,1
"466",0,0,1
"467",0,0,1
"468",0,0,1
"469",0,0,1
"470",0,0,1
"471",0,0,1
"472",0,0,1
"473",0,0,1
"474",0,0,1
"475",0,0,1
"476",0,0,1
"477",0,0,1
"478",0,0,1
"479",0,0,1
"480",0,0,1
"481",0,1,0
"482",0,1,0
"483",0,1,0
"484",0,1,0
"485",0,1,0
"486",0,1,0
"487",0,1,0
"488",0,1,0
"489",0,1,0
"490",0,1,0
"491",0,1,0
"492",0,1,0
"493",0,1,0
"494",0,1,0
"495",0,1,0
"496",0,1,0
"497",0,1,0
"498",0,1,0
"499",0,1,0
"500",0,1,0
"501",0,1,0
"502",0,1,0
"503",0,1,0
"504",0,1,0
"505",0,1,0
"506",0,1,0
"507",0,1,0
"508",0,1,0
"509",0,1,0
"510",0,1,0
"511",0,1,0
"512",0,1,0
"513",0,1,0
"514",0,1,0
"515",0,1,0
"516",0,1,0
"517",0,1,0
"518",0,1,0
"519",0,1,0
"520",0,1,0
"521",0,1,0
"522",0,1,0
"523",0,1,0
"524",0,1,0
"525",0,1,0
"526",0,1,0
"527",0,1,0
"528",0,1,0
"529",0,1,0
"530",0,1,0
"531",0,1,0
"532",0,1,0
"533",0,1,0
"534",0,1,0
"535",0,1,0
"536",0,1,0
"537",0,1,0
"538",0,1,0
"539",0,1,0
"540",0,1,0
"541",0,0,1
"542",0,0,1
"543",0,0,1
"544",0,0,1
"545",0,0,1
"546",0,0,1
"547",0,0,1
"548",0,0,1
"549",0,0,1
"550",0,0,1
"551",0,0,1
"552",0,0,1
"553",0,0,1
"554",0,0,1
"555",0,0,1
"556",0,0,1
"557",0,0,1
"558",0,0,1
"559",0,0,1
"560",0,0,1
"561",0,0,1
"562",0,0,1
"563",0,0,1
"564",0,0,1
"565",0,0,1
"566",0,0,1
"567",0,0,1
"568",0,0,1
"569",0,0,1
"570",0,0,1
"571",0,0,1
"572",0,0,1
"573",0,0,1
"574",0,0,1
"575",0,0,1
"576",0,0,1
"577",0,0,1
"578",0,0,1
"579",0,0,1
"580",0,0,1
"581",0,0,1
"582",0,0,1
"583",0,0,1
"584",0,0,1
"585",0,0,1
"586",0,0,1
"587",0,0,1
"588",0,0,1
"589",0,0,1
"590",0,0,1
"591",0,0,1
"592",0,0,1
"593",0,0,1
"594",0,0,1
"595",0,0,1
"596",0,0,1
"597",0,0,1
"598",0,0,1
"599",0,0,1
"600",0,0,1
"601",0,0,1
"602",0,0,1
"603",0,0,1
"604",0,0,1
"605",0,0,1
"606",0,0,1
"607",0,0,1
"608",0,0,1
"609",0,0,1
"610",0,0,1
"611",0,0,1
"612",0,0,1
"613",0,0,1
"614",0,0,1
"615",0,0,1
"616",0,0,1
"617",0,0,1
"618",0,0,1
"619",0,0,1
"620",0,0,1
"621",0,0,1
"622",0,0,1
"623",0,0,1
"624",0,0,1
"625",0,0,1
"626",0,0,1
"627",0,0,1
"628",0,0,1
"629",0,0,1
"630",0,0,1
"631",0,0,1
"632",0,0,1
"633",0,0,1
"634",0,0,1
"635",0,0,1
"636",0,0,1
"637",0,0,1
"638",0,0,1
"639",0,0,1
"640",0,0,1
"641",0,0,1
"642",0,0,1
"643",0,0,1
"644",0,0,1
"645",0,0,1
"646",0,0,1
"647",0,0,1
"648",0,0,1
"649",0,0,1
"650",0,0,1
"651",0,0,1
"652",0,0,1
"653",0,0,1
"654",0,0,1
"655",0,0,1
"656",0,0,1
"657",0,0,1
"658",0,0,1
"659",0,0,1
"660",0,0,1
"661",0,0,1
"662",0,0,1
"663",0,0,1
"664",0,0,1
"665",0,0,1
"666",0,0,1
"667",0,0,1
"668",0,0,1
"669",0,0,1
"670",0,0,1
"671",0,0,1
"672",0,0,1
"673",0,0,1
"674",0,0,1
"675",0,0,1
"676",0,0,1
"677",0,0,1
"678",0,0,1
"679",0,0,1
"680",0,0,1
"681",0,0,1
"682",0,0,1
"683",0,0,1
"684",0,0,1
"685",0,0,1
"686",0,0,1
"687",0,0,1
"688",0,0,1
"689",0,0,1
"690",0,0,1
"691",0,0,1
"692",0,0,1
"693",0,0,1
"694",0,0,1
"695",0,0,1
"696",0,0,1
"697",0,0,1
"698",0,0,1
"699",0,0,1
"700",0,0,1
"701",0,0,1
"702",0,0,1
"703",0,0,1
"704",0,0,1
"705",0,0,1
"706",0,0,1
"707",0,0,1
"708",0,0,1
"709",0,0,1
"710",0,0,1
"711",0,0,1
"712",0,0,1
"713",0,0,1
"714",0,0,1
"715",0,0,1
"716",0,0,1
"717",0,0,1
"718",0,0,1
"719",0,0,1
"720",0,0,1
"721",1,0,0
"722",1,0,0
"723",1,0,0
"724",1,0,0
"725",1,0,0
"726",1,0,0
"727",1,0,0
"728",1,0,0
"729",1,0,0
"730",1,0,0
"731",1,0,0
"732",1,0,0
"733",1,0,0
"734",1,0,0
"735",1,0,0
"736",1,0,0
"737",1,0,0
"738",1,0,0
"739",1,0,0
"740",1,0,0
"741",1,0,0
"742",1,0,0
"743",1,0,0
"744",1,0,0
"745",1,0,0
"746",1,0,0
"747",1,0,0
"748",1,0,0
"749",1,0,0
"750",1,0,0
"751",1,0,0
"752",1,0,0
"753",1,0,0
"754",1,0,0
"755",1,0,0
"756",1,0,0
"757",1,0,0
"758",1,0,0
"759",1,0,0
"760",1,0,0
"761",1,0,0
"762",1,0,0
"763",1,0,0
"764",1,0,0
"765",1,0,0
"766",1,0,0
"767",1,0,0
"768",1,0,0
"769",1,0,0
"770",1,0,0
"771",1,0,0
"772",1,0,0
"773",1,0,0
"774",1,0,0
"775",1,0,0
"776",1,0,0
"777",1,0,0
"778",1,0,0
"779",1,0,0
"780",1,0,0
"781",0,0,1
"782",0,0,1
"783",0,0,1
"784",0,0,1
"785",0,0,1
"786",0,0,1
"787",0,0,1
"788",0,0,1
"789",0,0,1
"790",0,0,1
"791",0,0,1
"792",0,0,1
"793",0,0,1
"794",0,0,1
"795",0,0,1
"796",0,0,1
"797",0,0,1
"798",0,0,1
"799",0,0,1
"800",0,0,1
"801",0,0,1
"802",0,0,1
"803",0,0,1
"804",0,0,1
"805",0,0,1
"806",0,0,1
"807",0,0,1
"808",0,0,1
"809",0,0,1
"810",0,0,1
"811",0,0,1
"812",0,0,1
"813",0,0,1
"814",0,0,1
"815",0,0,1
"816",0,0,1
"817",0,0,1
"818",0,0,1
"819",0,0,1
"820",0,0,1
"821",0,0,1
"822",0,0,1
"823",0,0,1
"824",0,0,1
"825",0,0,1
"826",0,0,1
"827",0,0,1
"828",0,0,1
"829",0,0,1
"830",0,0,1
"831",0,0,1
"832",0,0,1
"833",0,0,1
"834",0,0,1
"835",0,0,1
"836",0,0,1
"837",0,0,1
"838",0,0,1
"839",0,0,1
"840",0,0,1
"841",0,1,0
"842",0,1,0
"843",0,1,0
"844",0,1,0
"845",0,1,0
"846",0,1,0
"847",0,1,0
"848",0,1,0
"849",0,1,0
"850",0,1,0
"851",0,1,0
"852",0,1,0
"853",0,1,0
"854",0,1,0
"855",0,1,0
"856",0,1,0
"857",0,1,0
"858",0,1,0
"859",0,1,0
"860",0,1,0
"861",0,1,0
"862",0,1,0
"863",0,1,0
"864",0,1,0
"865",0,1,0
"866",0,1,0
"867",0,1,0
"868",0,1,0
"869",0,1,0
"870",0,1,0
"871",0,1,0
"872",0,1,0
"873",0,1,0
"874",0,1,0
"875",0,1,0
"876",0,1,0
"877",0,1,0
"878",0,1,0
"879",0,1,0
"880",0,1,0
"881",0,1,0
"882",0,1,0
"883",0,1,0
"884",0,1,0
"885",0,1,0
"886",0,1,0
"887",0,1,0
"888",0,1,0
"889",0,1,0
"890",0,1,0
"891",0,1,0
"892",0,1,0
"893",0,1,0
"894",0,1,0
"895",0,1,0
"896",0,1,0
"897",0,1,0
"898",0,1,0
"899",0,1,0
"900",0,1,0
"901",0,1,0
"902",0,1,0
"903",0,1,0
"904",0,1,0
"905",0,1,0
"906",0,1,0
"907",0,1,0
"908",0,1,0
"909",0,1,0
"910",0,1,0
"911",0,1,0
"912",0,1,0
"913",0,1,0
"914",0,1,0
"915",0,1,0
"916",0,1,0
"917",0,1,0
"918",0,1,0
"919",0,1,0
"920",0,1,0
"921",0,1,0
"922",0,1,0
"923",0,1,0
"924",0,1,0
"925",0,1,0
"926",0,1,0
"927",0,1,0
"928",0,1,0
"929",0,1,0
"930",0,1,0
"931",0,1,0
"932",0,1,0
"933",0,1,0
"934",0,1,0
"935",0,1,0
"936",0,1,0
"937",0,1,0
"938",0,1,0
"939",0,1,0
"940",0,1,0
"941",0,1,0
"942",0,1,0
"943",0,1,0
"944",0,1,0
"945",0,1,0
"946",0,1,0
"947",0,1,0
"948",0,1,0
"949",0,1,0
"950",0,1,0
"951",0,1,0
"952",0,1,0
"953",0,1,0
"954",0,1,0
"955",0,1,0
"956",0,1,0
"957",0,1,0
"958",0,1,0
"959",0,1,0
"960",0,1,0
"961",1,0,0
"962",1,0,0
"963",1,0,0
"964",1,0,0
"965",1,0,0
"966",1,0,0
"967",1,0,0
"968",1,0,0
"969",1,0,0
"970",1,0,0
"971",1,0,0
"972",1,0,0
"973",1,0,0
"974",1,0,0
"975",1,0,0
"976",1,0,0
"977",1,0,0
"978",1,0,0
"979",1,0,0
"980",1,0,0
"981",1,0,0
"982",1,0,0
"983",1,0,0
"984",1,0,0
"985",1,0,0
"986",1,0,0
"987",1,0,0
"988",1,0,0
"989",1,0,0
"990",1,0,0
"991",1,0,0
"992",1,0,0
"993",1,0,0
"994",1,0,0
"995",1,0,0
"996",1,0,0
"997",1,0,0
"998",1,0,0
"999",1,0,0
"1000",1,0,0
"1001",1,0,0
"1002",1,0,0
"1003",1,0,0
"1004",1,0,0
"1005",1,0,0
"1006",1,0,0
"1007",1,0,0
"1008",1,0,0
"1009",1,0,0
"1010",1,0,0
"1011",1,0,0
"1012",1,0,0
"1013",1,0,0
"1014",1,0,0
"1015",1,0,0
"1016",1,0,0
"1017",1,0,0
"1018",1,0,0
"1019",1,0,0
"1020",1,0,0
"1021",0,1,0
"1022",0,1,0
"1023",0,1,0
"1024",0,1,0
"1025",0,1,0
"1026",0,1,0
"1027",0,1,0
"1028",0,1,0
"1029",0,1,0
"1030",0,1,0
"1031",0,1,0
"1032",0,1,0
"1033",0,1,0
"1034",0,1,0
"1035",0,1,0
"1036",0,1,0
"1037",0,1,0
"1038",0,1,0
"1039",0,1,0
"1040",0,1,0
"1041",0,1,0
"1042",0,1,0
"1043",0,1,0
"1044",0,1,0
"1045",0,1,0
"1046",0,1,0
"1047",0,1,0
"1048",0,1,0
"1049",0,1,0
"1050",0,1,0
"1051",0,1,0
"1052",0,1,0
"1053",0,1,0
"1054",0,1,0
"1055",0,1,0
"1056",0,1,0
"1057",0,1,0
"1058",0,1,0
"1059",0,1,0
"1060",0,1,0
"1061",0,1,0
"1062",0,1,0
"1063",0,1,0
"1064",0,1,0
"1065",0,1,0
"1066",0,1,0
"1067",0,1,0
"1068",0,1,0
"1069",0,1,0
"1070",0,1,0
"1071",0,1,0
"1072",0,1,0
"1073",0,1,0
"1074",0,1,0
"1075",0,1,0
"1076",0,1,0
"1077",0,1,0
"1078",0,1,0
"1079",0,1,0
"1080",0,1,0
"1081",0,1,0
"1082",0,1,0
"1083",0,1,0
"1084",0,1,0
"1085",0,1,0
"1086",0,1,0
"1087",0,1,0
"1088",0,1,0
"1089",0,1,0
"1090",0,1,0
"1091",0,1,0
"1092",0,1,0
"1093",0,1,0
"1094",0,1,0
"1095",0,1,0
"1096",0,1,0
"1097",0,1,0
"1098",0,1,0
"1099",0,1,0
"1100",0,1,0
"1101",0,1,0
"1102",0,1,0
"1103",0,1,0
"1104",0,1,0
"1105",0,1,0
"1106",0,1,0
"1107",0,1,0
"1108",0,1,0
"1109",0,1,0
"1110",0,1,0
"1111",0,1,0
"1112",0,1,0
"1113",0,1,0
"1114",0,1,0
"1115",0,1,0
"1116",0,1,0
"1117",0,1,0
"1118",0,1,0
"1119",0,1,0
"1120",0,1,0
"1121",0,1,0
"1122",0,1,0
"1123",0,1,0
"1124",0,1,0
"1125",0,1,0
"1126",0,1,0
"1127",0,1,0
"1128",0,1,0
"1129",0,1,0
"1130",0,1,0
"1131",0,1,0
"1132",0,1,0
"1133",0,1,0
"1134",0,1,0
"1135",0,1,0
"1136",0,1,0
"1137",0,1,0
"1138",0,1,0
"1139",0,1,0
"1140",0,1,0
"1141",1,0,0
"1142",1,0,0
"1143",1,0,0
"1144",1,0,0
"1145",1,0,0
"1146",1,0,0
"1147",1,0,0
"1148",1,0,0
"1149",1,0,0
"1150",1,0,0
"1151",1,0,0
"1152",1,0,0
"1153",1,0,0
"1154",1,0,0
"1155",1,0,0
"1156",1,0,0
"1157",1,0,0
"1158",1,0,0
"1159",1,0,0
"1160",1,0,0
"1161",1,0,0
"1162",1,0,0
"1163",1,0,0
"1164",1,0,0
"1165",1,0,0
"1166",1,0,0
"1167",1,0,0
"1168",1,0,0
"1169",1,0,0
"1170",1,0,0
"1171",1,0,0
"1172",1,0,0
"1173",1,0,0
"1174",1,0,0
"1175",1,0,0
"1176",1,0,0
"1177",1,0,0
"1178",1,0,0
"1179",1,0,0
"1180",1,0,0
"1181",1,0,0
"1182",1,0,0
"1183",1,0,0
"1184",1,0,0
"1185",1,0,0
"1186",1,0,0
"1187",1,0,0
"1188",1,0,0
"1189",1,0,0
"1190",1,0,0
"1191",1,0,0
"1192",1,0,0
"1193",1,0,0
"1194",1,0,0
"1195",1,0,0
"1196",1,0,0
"1197",1,0,0
"1198",1,0,0
"1199",1,0,0
"1200",1,0,0
"1201",0,1,0
"1202",0,1,0
"1203",0,1,0
"1204",0,1,0
"1205",0,1,0
"1206",0,1,0
"1207",0,1,0
"1208",0,1,0
"1209",0,1,0
"1210",0,1,0
"1211",0,1,0
"1212",0,1,0
"1213",0,1,0
"1214",0,1,0
"1215",0,1,0
"1216",0,1,0
"1217",0,1,0
"1218",0,1,0
"1219",0,1,0
"1220",0,1,0
"1221",0,1,0
"1222",0,1,0
"1223",0,1,0
"1224",0,1,0
"1225",0,1,0
"1226",0,1,0
"1227",0,1,0
"1228",0,1,0
"1229",0,1,0
"1230",0,1,0
"1231",0,1,0
"1232",0,1,0
"1233",0,1,0
"1234",0,1,0
"1235",0,1,0
"1236",0,1,0
"1237",0,1,0
"1238",0,1,0
"1239",0,1,0
"1240",0,1,0
"1241",0,1,0
"1242",0,1,0
"1243",0,1,0
"1244",0,1,0
"1245",0,1,0
"1246",0,1,0
"1247",0,1,0
"1248",0,1,0
"1249",0,1,0
"1250",0,1,0
"1251",0,1,0
"1252",0,1,0
"1253",0,1,0
"1254",0,1,0
"1255",0,1,0
"1256",0,1,0
"1257",0,1,0
"1258",0,1,0
"1259",0,1,0
"1260",0,1,0
"1261",1,0,0
"1262",1,0,0
"1263",1,0,0
"1264",1,0,0
"1265",1,0,0
"1266",1,0,0
"1267",1,0,0
"1268",1,0,0
"1269",1,0,0
"1270",1,0,0
"1271",1,0,0
"1272",1,0,0
"1273",1,0,0
"1274",1,0,0
"1275",1,0,0
"1276",1,0,0
"1277",1,0,0
"1278",1,0,0
"1279",1,0,0
"1280",1,0,0
"1281",1,0,0
"1282",1,0,0
"1283",1,0,0
"1284",1,0,0
"1285",1,0,0
"1286",1,0,0
"1287",1,0,0
"1288",1,0,0
"1289",1,0,0
"1290",1,0,0
"1291",1,0,0
"1292",1,0,0
"1293",1,0,0
"1294",1,0,0
"1295",1,0,0
"1296",1,0,0
"1297",1,0,0
"1298",1,0,0
"1299",1,0,0
"1300",1,0,0
"1301",1,0,0
"1302",1,0,0
"1303",1,0,0
"1304",1,0,0
"1305",1,0,0
"1306",1,0,0
"1307",1,0,0
"1308",1,0,0
"1309",1,0,0
"1310",1,0,0
"1311",1,0,0
"1312",1,0,0
"1313",1,0,0
"1314",1,0,0
"1315",1,0,0
"1316",1,0,0
"1317",1,0,0
"1318",1,0,0
"1319",1,0,0
"1320",1,0,0
"1321",0,0,1
"1322",0,0,1
"1323",0,0,1
"1324",0,0,1
"1325",0,0,1
"1326",0,0,1
"1327",0,0,1
"1328",0,0,1
"1329",0,0,1
"1330",0,0,1
"1331",0,0,1
"1332",0,0,1
"1333",0,0,1
"1334",0,0,1
"1335",0,0,1
"1336",0,0,1
"1337",0,0,1
"1338",0,0,1
"1339",0,0,1
"1340",0,0,1
"1341",0,0,1
"1342",0,0,1
"1343",0,0,1
"1344",0,0,1
"1345",0,0,1
"1346",0,0,1
"1347",0,0,1
"1348",0,0,1
"1349",0,0,1
"1350",0,0,1
"1351",0,0,1
"1352",0,0,1
"1353",0,0,1
"1354",0,0,1
"1355",0,0,1
"1356",0,0,1
"1357",0,0,1
"1358",0,0,1
"1359",0,0,1
"1360",0,0,1
"1361",0,0,1
"1362",0,0,1
"1363",0,0,1
"1364",0,0,1
"1365",0,0,1
"1366",0,0,1
"1367",0,0,1
"1368",0,0,1
"1369",0,0,1
"1370",0,0,1
"1371",0,0,1
"1372",0,0,1
"1373",0,0,1
"1374",0,0,1
"1375",0,0,1
"1376",0,0,1
"1377",0,0,1
"1378",0,0,1
"1379",0,0,1
"1380",0,0,1
"1381",1,0,0
"1382",1,0,0
"1383",1,0,0
"1384",1,0,0
"1385",1,0,0
"1386",1,0,0
"1387",1,0,0
"1388",1,0,0
"1389",1,0,0
"1390",1,0,0
"1391",1,0,0
"1392",1,0,0
"1393",1,0,0
"1394",1,0,0
"1395",1,0,0
"1396",1,0,0
"1397",1,0,0
"1398",1,0,0
"1399",1,0,0
"1400",1,0,0
"1401",1,0,0
"1402",1,0,0
"1403",1,0,0
"1404",1,0,0
"1405",1,0,0
"1406",1,0,0
"1407",1,0,0
"1408",1,0,0
"1409",1,0,0
"1410",1,0,0
"1411",1,0,0
"1412",1,0,0
"1413",1,0,0
"1414",1,0,0
"1415",1,0,0
"1416",1,0,0
"1417",1,0,0
"1418",1,0,0
"1419",1,0,0
"1420",1,0,0
"1421",1,0,0
"1422",1,0,0
"1423",1,0,0
"1424",1,0,0
"1425",1,0,0
"1426",1,0,0
"1427",1,0,0
"1428",1,0,0
"1429",1,0,0
"1430",1,0,0
"1431",1,0,0
"1432",1,0,0
"1433",1,0,0
"1434",1,0,0
"1435",1,0,0
"1436",1,0,0
"1437",1,0,0
"1438",1,0,0
"1439",1,0,0
"1440",1,0,0
"1441",1,0,0
"1442",1,0,0
"1443",1,0,0
"1444",1,0,0
"1445",1,0,0
"1446",1,0,0
"1447",1,0,0
"1448",1,0,0
"1449",1,0,0
"1450",1,0,0
"1451",1,0,0
"1452",1,0,0
"1453",1,0,0
"1454",1,0,0
"1455",1,0,0
"1456",1,0,0
"1457",1,0,0
"1458",1,0,0
"1459",1,0,0
"1460",1,0,0
"1461",1,0,0
"1462",1,0,0
"1463",1,0,0
"1464",1,0,0
"1465",1,0,0
"1466",1,0,0
"1467",1,0,0
"1468",1,0,0
"1469",1,0,0
"1470",1,0,0
"1471",1,0,0
"1472",1,0,0
"1473",1,0,0
"1474",1,0,0
"1475",1,0,0
"1476",1,0,0
"1477",1,0,0
"1478",1,0,0
"1479",1,0,0
"1480",1,0,0
"1481",1,0,0
"1482",1,0,0
"1483",1,0,0
"1484",1,0,0
"1485",1,0,0
"1486",1,0,0
"1487",1,0,0
"1488",1,0,0
"1489",1,0,0
"1490",1,0,0
"1491",1,0,0
"1492",1,0,0
"1493",1,0,0
"1494",1,0,0
"1495",1,0,0
"1496",1,0,0
"1497",1,0,0
